Time (s),Temperature (K),Mass (mg)
3330.7842,883,0.816
3333.7836,883.5,0.815
3336.7926,884,0.816
3339.7932,884.5,0.816
3342.7956,885,0.815
3345.807,885.5,0.815
3348.8094,886,0.814
3351.8208,886.5,0.815
3354.8208,887,0.814
3357.8274,887.5,0.814
3360.8364,888,0.814
3363.8412,888.5,0.813
3366.8358,889,0.811
3369.8322,889.5,0.812
3372.8322,890,0.811
3375.8304,890.5,0.811
3378.828,891,0.811
3381.828,891.5,0.811
3384.8262,892,0.81
3387.8226,892.5,0.81
3390.8208,893,0.81
3393.831,893.5,0.81
3396.8334,894,0.81
3399.8394,894.5,0.809
3402.8448,895,0.809
3405.8442,895.5,0.808
3408.8448,896,0.808
3411.8448,896.5,0.808
3414.8268,897,0.809
3417.8238,897.5,0.809
3420.8226,898,0.808
3423.8256,898.5,0.806
3426.8508,899,0.806
3429.8592,899.5,0.806
3432.8658,900,0.806
3435.8676,900.5,0.806
3438.8694,901,0.806
3441.8646,901.5,0.806
3444.8664,902,0.806
3447.8706,902.5,0.807
3450.8754,903,0.806
3453.8814,903.5,0.805
3456.8928,904,0.804
3459.9,904.5,0.804
3462.8994,905,0.805
3465.906,905.5,0.805
3468.9114,906,0.805
3471.9198,906.5,0.803
3474.9354,907,0.803
3477.9372,907.5,0.802
3480.9432,908,0.802
3483.9504,908.5,0.802
3486.9624,909,0.802
3489.9816,909.5,0.802
3492.9972,910,0.801
3496.0146,910.5,0.801
3499.0242,911,0.801
3502.0296,911.5,0.8
3505.0398,912,0.8
3508.0458,912.5,0.799
3511.0548,913,0.798
3514.0596,913.5,0.798
3517.0668,914,0.8
3520.0758,914.5,0.8
3523.0818,915,0.8
3526.0914,915.5,0.798
3529.1004,916,0.798
3532.1058,916.5,0.798
3535.113,917,0.798
3538.1316,917.5,0.799
3541.1322,918,0.798
3544.1562,918.5,0.798
3547.1574,919,0.798
3550.1604,919.5,0.797
3553.1904,920,0.797
3556.2126,920.5,0.797
3559.2486,921,0.795
3562.302,921.5,0.795
3565.3242,922,0.796
3568.3518,922.5,0.796
3571.3752,923,0.796
3574.3878,923.5,0.796
3577.4064,924,0.794
3580.4334,924.5,0.794
3583.4622,925,0.794
3586.4856,925.5,0.793
3589.5282,926,0.793
3592.5516,926.5,0.793
3595.5786,927,0.793
3598.6122,927.5,0.792
3601.6338,928,0.792
3604.6668,928.5,0.792
3607.6974,929,0.793
3610.7286,929.5,0.793
3613.7562,930,0.793
3616.7826,930.5,0.792
3619.8048,931,0.792
3622.8354,931.5,0.792
3625.8618,932,0.792
3628.8882,932.5,0.792
3631.9176,933,0.791
3634.9386,933.5,0.79
3637.9644,934,0.79
3640.9824,934.5,0.79
3644.0058,935,0.789
3647.034,935.5,0.789
3650.0586,936,0.788
3653.0838,936.5,0.788
3656.1096,937,0.788
3659.1222,937.5,0.789
3662.1438,938,0.787
3665.1606,938.5,0.785
3668.1816,939,0.788
3671.2008,939.5,0.789
3674.2194,940,0.789
3677.2392,940.5,0.789
3680.2614,941,0.787
3683.2896,941.5,0.787
3686.3082,942,0.785
3689.3316,942.5,0.786
3692.3514,943,0.786
3695.3688,943.5,0.787
3698.3946,944,0.787
3701.403,944.5,0.787
3704.4138,945,0.787
3707.4258,945.5,0.784
3710.4468,946,0.785
3713.4714,946.5,0.785
3716.5068,947,0.786
3719.5422,947.5,0.787
3722.5722,948,0.787
3725.6094,948.5,0.784
3728.6334,949,0.784
3731.6652,949.5,0.784
3734.6964,950,0.784
3737.7246,950.5,0.784
3740.7564,951,0.784
3743.7804,951.5,0.783
3746.8044,952,0.781
3749.8356,952.5,0.781
3752.8668,953,0.781
3755.8938,953.5,0.782
3758.928,954,0.782
3761.9634,954.5,0.782
3764.9982,955,0.782
3768.0384,955.5,0.782
3771.0774,956,0.781
3774.1074,956.5,0.781
3777.126,957,0.781
3780.1536,957.5,0.782
3783.1782,958,0.782
3786.2106,958.5,0.782
3789.2502,959,0.781
3792.2904,959.5,0.781
3795.3276,960,0.781
3798.3552,960.5,0.78
3801.3828,961,0.78
3804.4122,961.5,0.778
3807.4392,962,0.778
3810.471,962.5,0.779
3813.5064,963,0.779
3816.5406,963.5,0.778
3819.5754,964,0.779
3822.6078,964.5,0.779
3825.6522,965,0.779
3828.6858,965.5,0.778
3831.7212,966,0.778
3834.7662,966.5,0.778
3837.807,967,0.776
3840.8532,967.5,0.774
3843.9,968,0.775
3846.9432,968.5,0.778
3849.9792,969,0.777
3853.0062,969.5,0.777
3856.0392,970,0.777
3859.0632,970.5,0.777
3862.0944,971,0.777
3865.1238,971.5,0.775
3868.149,972,0.775
3871.1784,972.5,0.775
3874.206,973,0.775
3877.2342,973.5,0.776
3880.2678,974,0.776
3883.2966,974.5,0.775
3886.3326,975,0.775
3889.3656,975.5,0.775
3892.3992,976,0.775
3895.4358,976.5,0.775
3898.4676,977,0.774
3901.506,977.5,0.774
3904.5318,978,0.774
3907.5558,978.5,0.774
3910.5834,979,0.773
3913.6146,979.5,0.773
3916.6494,980,0.774
3919.68,980.5,0.774
3922.7028,981,0.774
3925.7262,981.5,0.774
3928.7442,982,0.772
3931.7748,982.5,0.771
3934.8078,983,0.771
3937.8426,983.5,0.771
3940.8834,984,0.771
3943.9134,984.5,0.771
3946.9434,985,0.771
3949.9644,985.5,0.771
3952.9932,986,0.771
3956.0196,986.5,0.771
3959.0376,987,0.771
3962.0634,987.5,0.771
3965.1054,988,0.77
3968.1438,988.5,0.77
3971.2026,989,0.771
3974.268,989.5,0.771
3977.319,990,0.771
3980.3652,990.5,0.771
3983.4174,991,0.77
3986.4762,991.5,0.77
3989.5182,992,0.77
3992.5686,992.5,0.77
3995.613,993,0.77
3998.6568,993.5,0.769
4001.7024,994,0.77
4004.7444,994.5,0.77
4007.7876,995,0.77
4010.8284,995.5,0.77
4013.8626,996,0.769
4016.8932,996.5,0.769
4019.9154,997,0.769
4022.943,997.5,0.768
4025.9808,998,0.768
4029.0282,998.5,0.766
4032.087,999,0.766
4035.1296,999.5,0.767
4038.1728,1000,0.767
4041.2124,1000.5,0.767
4044.2514,1001,0.767
4047.3012,1001.5,0.767
4050.333,1002,0.767
4053.3786,1002.5,0.768
4056.4164,1003,0.768
4059.4536,1003.5,0.767
4062.5082,1004,0.766
4065.555,1004.5,0.766
4068.6042,1005,0.766
4071.6558,1005.5,0.765
4074.6966,1006,0.765
4077.7464,1006.5,0.766
4080.7866,1007,0.766
4083.8298,1007.5,0.766
4086.8694,1008,0.766
4089.909,1008.5,0.766
4092.945,1009,0.766
4095.984,1009.5,0.765
4099.0242,1010,0.765
4102.0596,1010.5,0.765
4105.1028,1011,0.765
4108.14,1011.5,0.763
4111.1784,1012,0.763
4114.23,1012.5,0.763
4117.2804,1013,0.763
4120.3104,1013.5,0.763
4123.3542,1014,0.763
4126.3926,1014.5,0.763
4129.4322,1015,0.763
4132.4856,1015.5,0.763
4135.5318,1016,0.765
4138.581,1016.5,0.765
4141.6242,1017,0.765
4144.668,1017.5,0.763
4147.7064,1018,0.762
4150.7412,1018.5,0.762
4153.7778,1019,0.763
4156.8072,1019.5,0.763
4159.8396,1020,0.763
4162.8732,1020.5,0.762
4165.902,1021,0.762
4168.9326,1021.5,0.761
4171.968,1022,0.761
4174.9866,1022.5,0.761
4178.0142,1023,0.761
4181.0508,1023.5,0.76
4184.0886,1024,0.76
4187.1408,1024.5,0.761
4190.1936,1025,0.76
4193.232,1025.5,0.759
4196.2662,1026,0.759
4199.2974,1026.5,0.76
4202.331,1027,0.76
4205.373,1027.5,0.759
4208.403,1028,0.759
4211.448,1028.5,0.759
4214.4906,1029,0.76
4217.5158,1029.5,0.76
4220.5554,1030,0.759
4223.592,1030.5,0.758
4226.6316,1031,0.759
4229.6802,1031.5,0.759
4232.727,1032,0.758
4235.7666,1032.5,0.756
4238.8014,1033,0.758
4241.8338,1033.5,0.758
4244.8704,1034,0.759
4247.8992,1034.5,0.759
4250.9394,1035,0.76
4253.9844,1035.5,0.76
4257.0306,1036,0.76
4260.087,1036.5,0.759
4263.1368,1037,0.759
4266.1872,1037.5,0.758
4269.2406,1038,0.758
4272.291,1038.5,0.759
4275.3462,1039,0.759
4278.4026,1039.5,0.757
4281.4608,1040,0.757
4284.5202,1040.5,0.756
4287.5616,1041,0.756
4290.63,1041.5,0.756
4293.69,1042,0.756
4296.7464,1042.5,0.756
4299.8298,1043,0.756
4302.8916,1043.5,0.756
4305.9642,1044,0.756
4309.0362,1044.5,0.755
4312.107,1045,0.755
4315.1724,1045.5,0.755
4318.23,1046,0.756
4321.29,1046.5,0.756
4324.3464,1047,0.755
4327.3992,1047.5,0.755
4330.4412,1048,0.756
4333.5,1048.5,0.756
4336.551,1049,0.755
4339.6098,1049.5,0.755
4342.6788,1050,0.755
4345.7346,1050.5,0.756
4348.7994,1051,0.756
4351.8708,1051.5,0.754
4354.9428,1052,0.754
4358.0064,1052.5,0.754
4361.067,1053,0.754
4364.1174,1053.5,0.753
4367.1738,1054,0.753
4370.229,1054.5,0.753
4373.2848,1055,0.753
4376.3364,1055.5,0.754
4379.4,1056,0.752
4382.4468,1056.5,0.752
4385.517,1057,0.752
4388.5932,1057.5,0.753
4391.6544,1058,0.753
4394.7336,1058.5,0.753
4397.8014,1059,0.752
4400.8698,1059.5,0.752
4403.9406,1060,0.752
4407.0066,1060.5,0.752
4410.069,1061,0.752
4413.123,1061.5,0.752
4416.1746,1062,0.75
4419.2256,1062.5,0.752
4422.2718,1063,0.752
4425.3162,1063.5,0.752
4428.363,1064,0.752
4431.4134,1064.5,0.752
4434.4614,1065,0.752
4437.519,1065.5,0.751
4440.5754,1066,0.751
4443.6258,1066.5,0.751
4446.684,1067,0.751
4449.7248,1067.5,0.751
4452.7806,1068,0.751
4455.8424,1068.5,0.75
4458.9024,1069,0.749
4461.9642,1069.5,0.75
